Emissão;Vencimento;Fornecedor;C.Custo;Filial;Contábil;Categoria;NF;Solicitação;Ordem;NUF;Lançamento;Status
;31/05/2025;Vela;170;Leblon;3170008;Manutenção de Software;;;;;;NF/Boleto pendente
;30/06/2025;Vela;170;Leblon;3170008;Manutenção de Software;;;;;;NF/Boleto pendente
;31/07/2025;Vela;170;Leblon;3170008;Manutenção de Software;;;;;;NF/Boleto pendente
;31/08/2025;Vela;170;Leblon;3170008;Manutenção de Software;;;;;;NF/Boleto pendente
;30/09/2025;Vela;170;Leblon;3170008;Manutenção de Software;;;;;;NF/Boleto pendente
;31/10/2025;Vela;170;Leblon;3170008;Manutenção de Software;;;;;;NF/Boleto pendente
;30/11/2025;Vela;170;Leblon;3170008;Manutenção de Software;;;;;;NF/Boleto pendente
;31/12/2025;Vela;170;Leblon;3170008;Manutenção de Software;;;;;;NF/Boleto pendente
;30/01/2025;Vela;170;Matriz;3170008;Manutenção de Software;;;409786;;;NF/Boleto pendente
;28/02/2025;Vela;170;Matriz;3170008;Manutenção de Software;;;409786;;;NF/Boleto pendente
;31/03/2025;Vela;170;Matriz;3170008;Manutenção de Software;;;409786;;;NF/Boleto pendente
;30/04/2025;Vela;170;Matriz;3170008;Manutenção de Software;;;;;;NF/Boleto pendente
;31/05/2025;Vela;170;Matriz;3170008;Manutenção de Software;;;;;;NF/Boleto pendente
;30/06/2025;Vela;170;Matriz;3170008;Manutenção de Software;;;;;;NF/Boleto pendente
;31/07/2025;Vela;170;Matriz;3170008;Manutenção de Software;;;;;;NF/Boleto pendente
;31/08/2025;Vela;170;Matriz;3170008;Manutenção de Software;;;;;;NF/Boleto pendente
;30/09/2025;Vela;170;Matriz;3170008;Manutenção de Software;;;;;;NF/Boleto pendente
;31/10/2025;Vela;170;Matriz;3170008;Manutenção de Software;;;;;;NF/Boleto pendente
;30/11/2025;Vela;170;Matriz;3170008;Manutenção de Software;;;;;;NF/Boleto pendente
;31/12/2025;Vela;170;Matriz;3170008;Manutenção de Software;;;;;;NF/Boleto pendente
;30/01/2025;Vela;11520;MG;3170008;Manutenção de Software;;;2198;;;NF/Boleto pendente
;28/02/2025;Vela;11520;MG;3170008;Manutenção de Software;;;2198;;;NF/Boleto pendente
;31/03/2025;Vela;11520;MG;3170008;Manutenção de Software;;;2198;;;NF/Boleto pendente
;30/04/2025;Vela;11520;MG;3170008;Manutenção de Software;;;2198;;;NF/Boleto pendente
;31/05/2025;Vela;11520;MG;3170008;Manutenção de Software;;;;;;NF/Boleto pendente
;30/06/2025;Vela;11520;MG;3170008;Manutenção de Software;;;;;;NF/Boleto pendente
;31/07/2025;Vela;11520;MG;3170008;Manutenção de Software;;;;;;NF/Boleto pendente
;31/08/2025;Vela;11520;MG;3170008;Manutenção de Software;;;;;;NF/Boleto pendente
;30/09/2025;Vela;11520;MG;3170008;Manutenção de Software;;;;;;NF/Boleto pendente
;31/10/2025;Vela;11520;MG;3170008;Manutenção de Software;;;;;;NF/Boleto pendente
;30/11/2025;Vela;11520;MG;3170008;Manutenção de Software;;;;;;NF/Boleto pendente
;31/12/2025;Vela;11520;MG;3170008;Manutenção de Software;;;;;;NF/Boleto pendente
;30/01/2025;Vela;11500;Moema;3170008;Manutenção de Software;;;44;;;NF/Boleto pendente
;28/02/2025;Vela;11500;Moema;3170008;Manutenção de Software;;;44;;;NF/Boleto pendente
;31/03/2025;Vela;11500;Moema;3170008;Manutenção de Software;;;44;;;NF/Boleto pendente
;30/04/2025;Vela;11500;Moema;3170008;Manutenção de Software;;;;;;NF/Boleto pendente
;31/05/2025;Vela;11500;Moema;3170008;Manutenção de Software;;;;;;NF/Boleto pendente
;30/06/2025;Vela;11500;Moema;3170008;Manutenção de Software;;;;;;NF/Boleto pendente
;31/07/2025;Vela;11500;Moema;3170008;Manutenção de Software;;;;;;NF/Boleto pendente
;31/08/2025;Vela;11500;Moema;3170008;Manutenção de Software;;;;;;NF/Boleto pendente
;30/09/2025;Vela;11500;Moema;3170008;Manutenção de Software;;;;;;NF/Boleto pendente
;31/10/2025;Vela;11500;Moema;3170008;Manutenção de Software;;;;;;NF/Boleto pendente
;30/11/2025;Vela;11500;Moema;3170008;Manutenção de Software;;;;;;NF/Boleto pendente
;31/12/2025;Vela;11500;Moema;3170008;Manutenção de Software;;;;;;NF/Boleto pendente
;30/01/2025;Vela;11530;PE;3170008;Manutenção de Software;;;785;;;NF/Boleto pendente
;28/02/2025;Vela;11530;PE;3170008;Manutenção de Software;;;785;;;NF/Boleto pendente
;31/03/2025;Vela;11530;PE;3170008;Manutenção de Software;;;785;;;NF/Boleto pendente
;30/04/2025;Vela;11530;PE;3170008;Manutenção de Software;;;785;;;NF/Boleto pendente
;31/05/2025;Vela;11530;PE;3170008;Manutenção de Software;;;;;;NF/Boleto pendente
;30/06/2025;Vela;11530;PE;3170008;Manutenção de Software;;;;;;NF/Boleto pendente
;31/07/2025;Vela;11530;PE;3170008;Manutenção de Software;;;;;;NF/Boleto pendente
;31/08/2025;Vela;11530;PE;3170008;Manutenção de Software;;;;;;NF/Boleto pendente
;30/09/2025;Vela;11530;PE;3170008;Manutenção de Software;;;;;;NF/Boleto pendente
;31/10/2025;Vela;11530;PE;3170008;Manutenção de Software;;;;;;NF/Boleto pendente
;30/11/2025;Vela;11530;PE;3170008;Manutenção de Software;;;;;;NF/Boleto pendente
;31/12/2025;Vela;11530;PE;3170008;Manutenção de Software;;;;;;NF/Boleto pendente
;30/01/2025;Vela;11500;SP;3170008;Manutenção de Software;;;310526;;;NF/Boleto pendente
;28/02/2025;Vela;11500;SP;3170008;Manutenção de Software;;;310526;;;NF/Boleto pendente
;31/03/2025;Vela;11500;SP;3170008;Manutenção de Software;;;310526;;;NF/Boleto pendente
;30/04/2025;Vela;11500;SP;3170008;Manutenção de Software;;;310526;;;NF/Boleto pendente
;31/05/2025;Vela;11500;SP;3170008;Manutenção de Software;;;;;;NF/Boleto pendente
;30/06/2025;Vela;11500;SP;3170008;Manutenção de Software;;;;;;NF/Boleto pendente
;31/07/2025;Vela;11500;SP;3170008;Manutenção de Software;;;;;;NF/Boleto pendente
;31/08/2025;Vela;11500;SP;3170008;Manutenção de Software;;;;;;NF/Boleto pendente
;30/09/2025;Vela;11500;SP;3170008;Manutenção de Software;;;;;;NF/Boleto pendente
;31/10/2025;Vela;11500;SP;3170008;Manutenção de Software;;;;;;NF/Boleto pendente
;30/11/2025;Vela;11500;SP;3170008;Manutenção de Software;;;;;;NF/Boleto pendente
;31/12/2025;Vela;11500;SP;3170008;Manutenção de Software;;;;;;NF/Boleto pendente
;30/01/2025;Vtex;170;Matriz;3170008;Manutenção de Software;;;;;;NF/Boleto pendente
;28/02/2025;Vtex;170;Matriz;3170008;Manutenção de Software;;;;;;NF/Boleto pendente
;31/03/2025;Vtex;170;Matriz;3170008;Manutenção de Software;;;;;;NF/Boleto pendente
;30/04/2025;Vtex;170;Matriz;3170008;Manutenção de Software;;;;;;NF/Boleto pendente
;31/05/2025;Vtex;170;Matriz;3170008;Manutenção de Software;;;;;;NF/Boleto pendente
;30/06/2025;Vtex;170;Matriz;3170008;Manutenção de Software;;;;;;NF/Boleto pendente
;31/07/2025;Vtex;170;Matriz;3170008;Manutenção de Software;;;;;;NF/Boleto pendente
;31/08/2025;Vtex;170;Matriz;3170008;Manutenção de Software;;;;;;NF/Boleto pendente
;30/09/2025;Vtex;170;Matriz;3170008;Manutenção de Software;;;;;;NF/Boleto pendente
;31/10/2025;Vtex;170;Matriz;3170008;Manutenção de Software;;;;;;NF/Boleto pendente
;30/11/2025;Vtex;170;Matriz;3170008;Manutenção de Software;;;;;;NF/Boleto pendente
;31/12/2025;Vtex;170;Matriz;3170008;Manutenção de Software;;;;;;NF/Boleto pendente
;30/01/2025;WMW;170;Matriz;3170008;Manutenção de Software;;;;;;NF/Boleto pendente
;28/02/2025;WMW;170;Matriz;3170008;Manutenção de Software;;;;;;NF/Boleto pendente
;31/03/2025;WMW;170;Matriz;3170008;Manutenção de Software;;;;;;NF/Boleto pendente
;30/04/2025;WMW;170;Matriz;3170008;Manutenção de Software;;;;;;NF/Boleto pendente
;31/05/2025;WMW;170;Matriz;3170008;Manutenção de Software;;;;;;NF/Boleto pendente
;30/06/2025;WMW;170;Matriz;3170008;Manutenção de Software;;;;;;NF/Boleto pendente
;31/07/2025;WMW;170;Matriz;3170008;Manutenção de Software;;;;;;NF/Boleto pendente
;31/08/2025;WMW;170;Matriz;3170008;Manutenção de Software;;;;;;NF/Boleto pendente
;30/09/2025;WMW;170;Matriz;3170008;Manutenção de Software;;;;;;NF/Boleto pendente
;31/10/2025;WMW;170;Matriz;3170008;Manutenção de Software;;;;;;NF/Boleto pendente
;30/11/2025;WMW;170;Matriz;3170008;Manutenção de Software;;;;;;NF/Boleto pendente
;31/12/2025;WMW;170;Matriz;3170008;Manutenção de Software;;;;;;NF/Boleto pendente
;30/01/2025;Zetech;180;Matriz;3170004;Manutenção de máquinas;;;;;;NF/Boleto pendente
;28/02/2025;Zetech;180;Matriz;3170004;Manutenção de máquinas;;;;;;NF/Boleto pendente
;31/03/2025;Zetech;180;Matriz;3170004;Manutenção de máquinas;;;;;;NF/Boleto pendente
;30/04/2025;Zetech;180;Matriz;3170004;Manutenção de máquinas;;;;;;NF/Boleto pendente
;31/05/2025;Zetech;180;Matriz;3170004;Manutenção de máquinas;;;;;;NF/Boleto pendente
;30/06/2025;Zetech;180;Matriz;3170004;Manutenção de máquinas;;;;;;NF/Boleto pendente
;31/07/2025;Zetech;180;Matriz;3170004;Manutenção de máquinas;;;;;;NF/Boleto pendente
;31/08/2025;Zetech;180;Matriz;3170004;Manutenção de máquinas;;;;;;NF/Boleto pendente
;30/09/2025;Zetech;180;Matriz;3170004;Manutenção de máquinas;;;;;;NF/Boleto pendente
;31/10/2025;Zetech;180;Matriz;3170004;Manutenção de máquinas;;;;;;NF/Boleto pendente
;30/11/2025;Zetech;180;Matriz;3170004;Manutenção de máquinas;;;;;;NF/Boleto pendente
;31/12/2025;Zetech;180;Matriz;3170004;Manutenção de máquinas;;;;;;NF/Boleto pendente
